pid|creator_email|project_name|tag|project_date|day_of_week|start_time|end_time|curr_capacity|goal_capacity|city|state|description,,
"|""""|pharetra|velit.|12/19/2017|thursday|16|15|0|50|Little Rock|AR|""""",,
"|""""|vel|vel","|06/07/2018|wednesday|8|13|0|5|Harrisburg|PA|""""",
"|""""|metus|ut|02/12/2017|saturday|12|16|0|50|Lowell|MA|""""",,
"|""""|est|mauris.|09/05/2016|wednesday|16|13|0|10|Aurora|CO|""""",,
"|""""|lectus.|dolor","|12/19/2016|thursday|19|9|0|25|Savannah|GA|""""",
"|""""|eros|diam|04/22/2018|thursday|16|19|0|25|Missoula|MT|""""",,
"|""""|magna|nibh.|11/07/2018|friday|16|13|0|5|Jacksonville|FL|""""",,
"|""""|montes","|pharetra|02/01/2017|wednesday|17|12|0|25|Kenosha|WI|""""",
"|""""|morbi|tristique|10/31/2017|sunday|19|16|0|10|Metairie|LA|""""",,
"|""""|Quisque|ligula.|01/14/2019|monday|9|21|0|10|Helena|MT|""""",,
"|""""|inceptos|sodales.|10/12/2017|monday|14|10|0|50|Fairbanks|AK|""""",,
"|""""|fringilla|Proin|03/15/2019|tuesday|9|18|0|50|Bellevue|WA|""""",,
"|""""|eu",|vel,"|03/05/2016|thursday|17|19|0|5|Nampa|ID|"""""
"|""""|dictum|interdum.|01/15/2017|wednesday|18|22|0|5|Kansas City|KS|""""",,
"|""""|elementum|libero|05/26/2018|thursday|18|13|0|25|Kansas City|KS|""""",,
"|""""|nulla.|nunc|12/30/2018|tuesday|11|22|0|5|Biloxi|MS|""""",,
"|""""|malesuada|sit|09/16/2018|wednesday|8|19|0|10|Pike Creek|DE|""""",,
"|""""|malesuada|luctus|03/15/2019|wednesday|8|18|0|25|Essex|VT|""""",,
"|""""|interdum.|Sed|12/23/2016|friday|18|21|0|25|Aurora|CO|""""",,
"|""""|odio","|nulla.|01/13/2016|thursday|9|18|0|50|Henderson|NV|""""",
"|""""|vel","|sollicitudin|06/10/2017|saturday|20|14|0|10|Cheyenne|WY|""""",
"|""""|ultrices|varius.|10/14/2018|thursday|14|17|0|5|Augusta|ME|""""",,
"|""""|risus|sagittis|10/01/2018|tuesday|12|20|0|25|Cedar Rapids|IA|""""",,
"|""""|bibendum.|ornare","|03/06/2019|tuesday|15|22|0|50|Green Bay|WI|""""",
"|""""|augue|et","|01/09/2018|monday|15|15|0|10|Frederick|MD|""""",
"|""""|feugiat|turpis.|03/09/2019|saturday|10|21|0|25|Colorado Springs|CO|""""",,
"|""""|nostra","|metus.|12/03/2017|tuesday|12|15|0|50|Naperville|IL|""""",
"|""""|commodo|risus.|08/11/2018|friday|15|20|0|10|Topeka|KS|""""",,
"|""""|lacinia|Vivamus|02/22/2017|friday|12|21|0|5|Birmingham|AL|""""",,
"|""""|tempor|ac|05/15/2017|saturday|18|11|0|10|Joliet|IL|""""",,
"|""""|cursus|euismod|05/05/2018|friday|12|10|0|50|Chandler|AZ|""""",,
"|""""|Nunc|dictum|09/14/2017|sunday|19|10|0|25|Olympia|WA|""""",,
"|""""|In|lobortis|05/14/2016|sunday|19|18|0|10|Sacramento|CA|""""",,
"|""""|Aliquam|nascetur|04/03/2018|tuesday|8|22|0|50|Columbia|MD|""""",,
"|""""|risus|massa.|03/10/2017|wednesday|16|10|0|5|Gaithersburg|MD|""""",,
"|""""|Aliquam|enim|04/06/2017|wednesday|17|13|0|5|Miami|FL|""""",,
"|""""|ridiculus|non","|10/11/2018|friday|15|18|0|25|Fort Worth|TX|""""",
"|""""|risus|Curabitur|05/19/2016|wednesday|19|9|0|50|Annapolis|MD|""""",,
"|""""|gravida|Morbi|07/24/2018|sunday|20|17|0|10|Lexington|KY|""""",,
"|""""|arcu.|pharetra","|11/24/2018|sunday|13|13|0|50|Indianapolis|IN|""""",
"|""""|facilisis|arcu.|05/09/2016|tuesday|11|14|0|50|Fort Worth|TX|""""",,
"|""""|et","|malesuada.|04/03/2018|tuesday|11|12|0|50|West Jordan|UT|""""",
"|""""|porttitor|vel","|02/06/2018|wednesday|9|12|0|25|Knoxville|TN|""""",
"|""""|Nam|semper|07/03/2016|friday|17|14|0|5|Jonesboro|AR|""""",,
"|""""|erat","|faucibus|03/19/2017|friday|13|21|0|25|Saint Louis|MO|""""",
"|""""|quis|auctor","|04/16/2017|saturday|11|14|0|25|Stamford|CT|""""",
"|""""|id","|sodales.|09/02/2016|saturday|20|17|0|50|Aurora|CO|""""",
"|""""|sodales|enim|02/08/2019|tuesday|9|18|0|5|Shreveport|LA|""""",,
"|""""|velit|mattis|02/22/2019|saturday|9|21|0|25|Rock Springs|WY|""""",,
"|""""|cursus|faucibus.|03/24/2016|saturday|10|20|0|5|Auburn|ME|""""",,
"|""""|et|Suspendisse|04/18/2017|saturday|17|9|0|50|Chattanooga|TN|""""",,
"|""""|In|Ut|08/11/2016|saturday|8|17|0|5|Wichita|KS|""""",,
"|""""|malesuada|enim.|03/17/2017|tuesday|15|14|0|10|St. Petersburg|FL|""""",,
"|""""|Curabitur|rutrum.|11/10/2018|friday|19|16|0|50|Wilmington|DE|""""",,
"|""""|mattis|Nunc|04/04/2018|tuesday|8|18|0|10|Wilmington|DE|""""",,
"|""""|non|Nulla|09/29/2018|wednesday|10|12|0|5|Honolulu|HI|""""",,
"|""""|mauris|euismod|09/19/2018|wednesday|19|17|0|10|Olathe|KS|""""",,
"|""""|ipsum|mus.|07/26/2017|wednesday|15|13|0|5|Birmingham|AL|""""",,
"|""""|tellus.|tempus|03/17/2018|thursday|20|15|0|10|Wyoming|WY|""""",,
"|""""|et","|metus|08/16/2018|monday|16|11|0|10|Dover|DE|""""",
"|""""|in|eu|04/09/2017|sunday|18|10|0|50|Broken Arrow|OK|""""",,
"|""""|penatibus|elementum|05/07/2017|monday|13|14|0|50|Springfield|MA|""""",,
"|""""|Duis|tempor|10/08/2016|friday|11|17|0|5|Springfield|IL|""""",,
"|""""|viverra.|fermentum|06/02/2018|wednesday|8|21|0|50|Lawton|OK|""""",,
"|""""|Aliquam|dictum|03/12/2016|monday|12|17|0|10|Jefferson City|MO|""""",,
"|""""|non|gravida.|04/15/2018|sunday|16|19|0|5|Great Falls|MT|""""",,
"|""""|lectus|auctor","|01/26/2017|thursday|19|21|0|25|San Antonio|TX|""""",
"|""""|ut|eget|07/04/2016|saturday|20|19|0|5|Rock Springs|WY|""""",,
"|""""|elit",|non,"|11/02/2017|friday|10|17|0|5|Augusta|ME|"""""
"|""""|euismod|Class|04/18/2016|thursday|15|12|0|5|Juneau|AK|""""",,
"|""""|mauris|Nullam|08/09/2018|monday|8|17|0|25|St. Petersburg|FL|""""",,
"|""""|In|enim|02/13/2016|saturday|15|13|0|10|Fairbanks|AK|""""",,
"|""""|Aenean|Nulla|05/25/2017|saturday|11|11|0|5|Kenosha|WI|""""",,
"|""""|id|eu|02/19/2016|wednesday|20|13|0|10|Los Angeles|CA|""""",,
"|""""|id|vulputate","|04/14/2017|friday|10|17|0|5|Bangor|ME|""""",
"|""""|ante|luctus|06/18/2016|sunday|13|12|0|50|South Portland|ME|""""",,
"|""""|interdum.|ut","|05/20/2017|friday|14|19|0|25|Grand Rapids|MI|""""",
"|""""|blandit|habitant|03/16/2017|saturday|9|15|0|10|Broken Arrow|OK|""""",,
"|""""|eget|Mauris|02/18/2018|sunday|17|20|0|10|Houston|TX|""""",,
"|""""|viverra.|imperdiet|12/26/2017|sunday|16|9|0|5|Virginia Beach|VA|""""",,
"|""""|ipsum|nisi|01/10/2018|thursday|18|22|0|5|Columbus|OH|""""",,
"|""""|quis|diam|09/04/2016|thursday|15|19|0|10|College|AK|""""",,
"|""""|vitae|in|05/04/2016|sunday|14|18|0|50|Provo|UT|""""",,
"|""""|Donec|tempus|08/09/2018|saturday|15|11|0|25|Cedar Rapids|IA|""""",,
"|""""|Proin|a","|07/07/2017|thursday|16|20|0|25|Baltimore|MD|""""",
"|""""|ante|consectetuer|05/17/2016|saturday|13|19|0|25|Idaho Falls|ID|""""",,
"|""""|magna.|amet|11/21/2017|wednesday|13|12|0|25|Lawton|OK|""""",,
"|""""|fringilla.|quam|05/11/2016|sunday|9|19|0|5|New Haven|CT|""""",,
"|""""|interdum|velit|10/19/2016|friday|19|10|0|25|Rockville|MD|""""",,
"|""""|et|magnis|12/09/2018|saturday|20|14|0|25|Broken Arrow|OK|""""",,
"|""""|mauris.|aliquam|07/17/2017|saturday|10|11|0|5|Tampa|FL|""""",,
"|""""|sapien","|lacus|05/23/2017|sunday|20|12|0|10|Gulfport|MS|""""",
"|""""|enim|nulla.|08/11/2018|friday|12|9|0|5|Great Falls|MT|""""",,
"|""""|eget","|Mauris|08/31/2017|monday|9|11|0|5|Bridgeport|CT|""""",
"|""""|ligula.|facilisis.|01/15/2018|saturday|19|22|0|10|College|AK|""""",,
"|""""|libero|nisi|07/26/2018|thursday|20|14|0|50|Fort Smith|AR|""""",,
"|""""|euismod|elit.|08/24/2018|sunday|12|22|0|25|Dallas|TX|""""",,
"|""""|facilisis|at|02/12/2017|wednesday|15|12|0|10|Dover|DE|""""",,
"|""""|Integer|sit|07/17/2017|sunday|16|14|0|10|Gulfport|MS|""""",,
"|""""|magna|tortor","|01/07/2018|sunday|18|22|0|5|Columbia|MD|""""",
"|""""|porttitor|sapien.|09/12/2018|friday|17|22|0|10|Pocatello|ID|""""",,
"|""""|nunc|ac|05/07/2017|saturday|20|12|0|25|Huntsville|AL|""""",,
"|""""|Sed|In|12/11/2016|friday|20|13|0|5|Duluth|MN|""""",,
"|""""|non","|nisi.|02/24/2016|wednesday|10|18|0|5|Birmingham|AL|""""",
"|""""|Nulla|facilisis|11/16/2018|wednesday|18|19|0|25|Southaven|MS|""""",,
"|""""|placerat|ornare|02/02/2018|sunday|11|16|0|50|Memphis|TN|""""",,
"|""""|facilisis|dui|04/26/2017|friday|10|18|0|25|Worcester|MA|""""",,
"|""""|In|in|08/27/2016|thursday|8|22|0|25|Fort Smith|AR|""""",,
"|""""|neque.|scelerisque|07/23/2016|saturday|8|15|0|25|Overland Park|KS|""""",,
"|""""|est|ornare|02/02/2018|monday|16|20|0|25|Gresham|OR|""""",,
"|""""|mattis|pretium|08/31/2018|thursday|18|9|0|50|Chesapeake|VA|""""",,
"|""""|parturient|elit","|01/05/2019|thursday|17|21|0|10|Sterling Heights|MI|""""",
"|""""|elit|turpis.|09/24/2016|tuesday|19|19|0|50|Minneapolis|MN|""""",,
"|""""|quis|sollicitudin|10/18/2016|wednesday|20|17|0|25|Davenport|IA|""""",,
"|""""|Etiam|Sed|09/06/2016|saturday|16|20|0|10|Olathe|KS|""""",,
"|""""|Nunc|neque|03/17/2017|wednesday|10|19|0|5|Columbia|MD|""""",,
"|""""|luctus",|tincidunt,"|11/15/2016|tuesday|14|17|0|10|Erie|PA|"""""
"|""""|est|ipsum|10/20/2018|sunday|12|20|0|50|Overland Park|KS|""""",,
"|""""|ante|Nullam|08/18/2018|sunday|11|21|0|5|Boston|MA|""""",,
"|""""|a|in|08/14/2017|friday|9|17|0|10|Tulsa|OK|""""",,
"|""""|rutrum|est","|02/12/2018|sunday|10|20|0|10|Hattiesburg|MS|""""",
"|""""|sollicitudin|pretium|08/08/2016|sunday|11|20|0|25|Laramie|WY|""""",,
"|""""|aliquet|ac|11/10/2017|friday|19|19|0|5|Duluth|MN|""""",,
"|""""|nec|sollicitudin|09/28/2016|tuesday|18|14|0|5|Spokane|WA|""""",,
"|""""|Etiam|mollis|04/28/2017|wednesday|16|16|0|10|Bellevue|WA|""""",,
"|""""|et|eget","|02/01/2016|thursday|15|12|0|5|Springfield|IL|""""",
"|""""|vulputate","|vel|09/11/2018|sunday|13|13|0|10|Lexington|KY|""""",
"|""""|tempus|auctor|06/28/2018|thursday|19|15|0|50|Huntsville|AL|""""",,
"|""""|malesuada|Curabitur|01/07/2019|wednesday|13|10|0|50|Hillsboro|OR|""""",,
"|""""|dolor|sit|04/13/2018|friday|20|13|0|10|Wyoming|WY|""""",,
"|""""|Donec|a","|12/18/2017|monday|19|11|0|5|Boston|MA|""""",
"|""""|sit|ante|03/06/2016|sunday|17|16|0|5|Flint|MI|""""",,
"|""""|enim|sem.|06/03/2018|saturday|15|16|0|5|Newport News|VA|""""",,
"|""""|Proin|lobortis|05/08/2017|thursday|20|17|0|5|Columbus|OH|""""",,
"|""""|nunc.|malesuada|09/10/2016|thursday|18|15|0|10|Bozeman|MT|""""",,
"|""""|enim|magna|04/03/2018|thursday|8|22|0|50|Denver|CO|""""",,
"|""""|purus.|ligula|02/20/2018|friday|13|17|0|25|Metairie|LA|""""",,
"|""""|Sed|consequat|06/14/2018|friday|13|14|0|5|Norman|OK|""""",,
"|""""|facilisis","|lorem|03/10/2018|wednesday|19|18|0|5|Columbus|GA|""""",
"|""""|lacus|sapien.|01/04/2016|saturday|13|21|0|5|Colchester|VT|""""",,
"|""""|nulla.|sit|09/02/2016|thursday|20|9|0|10|Kapolei|HI|""""",,
"|""""|sociis|sapien","|10/02/2017|monday|19|9|0|50|Olathe|KS|""""",
"|""""|lorem|urna.|09/03/2017|tuesday|10|14|0|5|Minneapolis|MN|""""",,
"|""""|dolor|Quisque|01/08/2016|friday|14|13|0|50|Provo|UT|""""",,
"|""""|turpis|tristique|04/02/2018|friday|17|20|0|25|Columbus|OH|""""",,
"|""""|magna.|fames|07/18/2016|monday|10|17|0|25|Naperville|IL|""""",,
"|""""|elit|libero|01/24/2019|monday|9|21|0|25|Fort Worth|TX|""""",,
"|""""|nulla|Aliquam|03/26/2019|monday|11|19|0|5|Philadelphia|PA|""""",,
"|""""|nisi|consequat|01/07/2016|saturday|13|14|0|5|Columbia|MO|""""",,
"|""""|Proin|cursus|01/12/2018|thursday|16|16|0|25|Springfield|MA|""""",,
"|""""|consectetuer|Cras|08/02/2017|saturday|13|11|0|50|Cedar Rapids|IA|""""",,
"|""""|natoque|eleifend|10/27/2016|tuesday|9|22|0|10|Allentown|PA|""""",,
"|""""|est|tellus|03/16/2016|thursday|8|19|0|10|Cedar Rapids|IA|""""",,
"|""""|amet","|erat|04/23/2017|wednesday|17|10|0|10|Lincoln|NE|""""",
"|""""|dui","|Cras|01/29/2019|wednesday|12|16|0|5|Seattle|WA|""""",
"|""""|Suspendisse|Duis|01/25/2017|wednesday|18|15|0|25|Chattanooga|TN|""""",,
"|""""|lorem",|eu,"|02/17/2018|tuesday|12|10|0|50|Wichita|KS|"""""
"|""""|urna|Nullam|01/24/2019|wednesday|16|15|0|5|Pike Creek|DE|""""",,
"|""""|non","|dolor.|10/11/2018|wednesday|16|22|0|5|Nashville|TN|""""",
"|""""|neque|eu|07/16/2018|thursday|8|12|0|25|Stamford|CT|""""",,
"|""""|diam|Proin|04/29/2016|friday|15|9|0|25|Kaneohe|HI|""""",,
"|""""|vitae","|feugiat|08/05/2016|monday|15|14|0|25|Juneau|AK|""""",
"|""""|Morbi|vel","|07/09/2017|friday|19|10|0|25|Henderson|NV|""""",
"|""""|tellus|parturient|06/25/2018|saturday|12|19|0|50|Las Vegas|NV|""""",,
"|""""|mi|vitae|09/03/2017|thursday|19|20|0|25|Sandy|UT|""""",,
"|""""|vel","|Etiam|02/02/2018|monday|8|13|0|10|Montpelier|VT|""""",
"|""""|In|Nulla|07/28/2016|sunday|10|11|0|25|Mobile|AL|""""",,
"|""""|ultrices.|accumsan|08/16/2018|friday|16|13|0|25|Kaneohe|HI|""""",,
"|""""|sapien","|et|12/15/2018|wednesday|16|11|0|5|Kaneohe|HI|""""",
"|""""|Cras|ante|09/10/2016|wednesday|20|10|0|25|Southaven|MS|""""",,
"|""""|Integer|eleifend|02/03/2016|sunday|16|11|0|10|Minneapolis|MN|""""",,
"|""""|amet|turpis|10/15/2016|wednesday|18|10|0|50|Rockford|IL|""""",,
"|""""|elit|Nullam|11/20/2018|sunday|13|19|0|25|Reno|NV|""""",,
"|""""|ligula.|eu|04/21/2018|thursday|19|19|0|25|Kenosha|WI|""""",,
"|""""|dui|ante|11/18/2017|tuesday|18|9|0|50|Rock Springs|WY|""""",,
"|""""|lorem|lobortis|11/11/2017|sunday|10|13|0|10|Columbia|MD|""""",,
"|""""|Etiam|ornare|03/17/2018|tuesday|15|19|0|10|Columbia|MD|""""",,
"|""""|et",|et,"|07/15/2016|saturday|10|13|0|10|Bozeman|MT|"""""
"|""""|erat","|mauris|04/17/2016|friday|8|19|0|10|Portland|ME|""""",
"|""""|amet","|scelerisque|02/11/2018|saturday|13|9|0|50|Flint|MI|""""",
"|""""|lacinia|Suspendisse|03/24/2016|tuesday|12|10|0|25|Bozeman|MT|""""",,
"|""""|semper|magna.|09/13/2017|sunday|14|13|0|50|Fresno|CA|""""",,
"|""""|gravida.|natoque|10/11/2016|friday|19|10|0|5|Juneau|AK|""""",,
"|""""|at|dolor|06/16/2017|friday|13|19|0|5|San Diego|CA|""""",,
"|""""|velit|ac|08/03/2017|thursday|18|10|0|25|Lakewood|CO|""""",,
"|""""|lacus|lectus.|03/20/2018|monday|12|14|0|10|Reading|PA|""""",,
"|""""|magna.|Cum|09/21/2017|sunday|10|14|0|10|Tacoma|WA|""""",,
"|""""|posuere|a","|08/21/2016|wednesday|13|12|0|5|Cambridge|MA|""""",
"|""""|quis|ipsum.|08/18/2018|monday|20|12|0|50|Kansas City|MO|""""",,
"|""""|pede|Integer|02/09/2016|saturday|8|22|0|10|Gillette|WY|""""",,
"|""""|neque|vestibulum","|05/19/2017|saturday|20|12|0|10|Clarksville|TN|""""",
"|""""|velit|turpis|02/11/2016|thursday|11|20|0|50|Reading|PA|""""",,
"|""""|nisi.|egestas|11/28/2017|saturday|20|19|0|50|Austin|TX|""""",,
"|""""|nec|arcu.|12/06/2016|thursday|14|19|0|10|Provo|UT|""""",,
"|""""|Vivamus|Sed|07/16/2016|tuesday|18|13|0|50|Eugene|OR|""""",,
"|""""|auctor.|Duis|05/07/2017|monday|20|9|0|5|Saint Paul|MN|""""",,
"|""""|adipiscing|ornare.|09/01/2017|wednesday|9|16|0|25|Bear|DE|""""",,
"|""""|Mauris|sit|09/12/2016|wednesday|15|20|0|25|Hartford|CT|""""",,
"|""""|ligula|senectus|10/13/2016|friday|20|9|0|50|Boston|MA|""""",,
"|""""|vitae|dolor|03/26/2019|saturday|11|19|0|50|Montgomery|AL|""""",,
"|""""|convallis","|auctor|01/27/2018|tuesday|18|20|0|25|Kansas City|MO|""""",
"|""""|tortor","|velit|09/02/2016|tuesday|9|16|0|25|Cleveland|OH|""""",
"|""""|mattis.|velit.|03/23/2019|tuesday|15|19|0|50|Milwaukee|WI|""""",,
"|""""|sed|leo|10/17/2017|thursday|12|16|0|5|Fairbanks|AK|""""",,
"|""""|natoque|a|06/29/2017|monday|10|18|0|25|Oklahoma City|OK|""""",,
"|""""|bibendum|viverra.|04/12/2017|tuesday|12|19|0|10|Broken Arrow|OK|""""",,
"|""""|hendrerit|accumsan|06/14/2016|sunday|11|13|0|5|Lawton|OK|""""",,
"|""""|dictum|dui","|02/12/2016|wednesday|14|16|0|25|Colchester|VT|""""",
"|""""|pulvinar|Fusce|11/03/2017|friday|13|16|0|10|Cincinnati|OH|""""",,
"|""""|ridiculus|in|12/27/2016|sunday|19|13|0|10|Rockville|MD|""""",,
"|""""|molestie|Duis|03/27/2018|tuesday|12|11|0|10|Lawton|OK|""""",,
"|""""|Curabitur|dui","|01/19/2017|friday|17|20|0|25|Lewiston|ME|""""",
"|""""|Proin|eu|11/04/2018|saturday|10|14|0|5|Burlington|VT|""""",,
"|""""|ullamcorper|sollicitudin|02/19/2019|thursday|17|10|0|50|Salt Lake City|UT|""""",,
"|""""|dignissim|dolor.|06/18/2016|sunday|11|17|0|25|Iowa City|IA|""""",,
"|""""|ornare.|amet|05/29/2016|wednesday|9|21|0|50|Bowling Green|KY|""""",,
"|""""|auctor|venenatis|11/20/2016|thursday|11|20|0|10|Milwaukee|WI|""""",,
"|""""|eleifend.|fringilla","|05/17/2018|tuesday|19|12|0|50|Colchester|VT|""""",
"|""""|lacus.|nunc|05/18/2016|monday|18|11|0|50|Birmingham|AL|""""",,
"|""""|ornare.|lobortis|12/31/2017|sunday|13|19|0|25|Indianapolis|IN|""""",,
"|""""|facilisis","|semper|03/18/2016|sunday|17|18|0|5|Gary|IN|""""",
"|""""|scelerisque|libero|02/06/2017|tuesday|9|17|0|25|South Portland|ME|""""",,
"|""""|Suspendisse|fringilla.|03/04/2016|monday|8|13|0|50|Clarksville|TN|""""",,
"|""""|dictum|nulla.|12/21/2018|thursday|17|15|0|25|Columbia|MD|""""",,
"|""""|lobortis","|eget|03/28/2018|wednesday|13|19|0|50|Lowell|MA|""""",
"|""""|dapibus|eu|05/21/2016|friday|13|18|0|25|Duluth|MN|""""",,
"|""""|diam|tincidunt","|10/17/2017|saturday|20|13|0|10|Great Falls|MT|""""",
"|""""|eget|hendrerit|11/14/2017|friday|14|13|0|10|Hattiesburg|MS|""""",,
"|""""|nec|Proin|09/17/2016|saturday|13|17|0|5|Houston|TX|""""",,
"|""""|hendrerit|leo","|07/03/2018|monday|15|18|0|50|Chandler|AZ|""""",
"|""""|lorem","|malesuada|04/10/2019|saturday|14|9|0|10|Philadelphia|PA|""""",
"|""""|ullamcorper.|sodales|05/28/2018|tuesday|9|15|0|25|Gresham|OR|""""",,
"|""""|eu|amet","|09/26/2016|monday|18|20|0|10|Jefferson City|MO|""""",
"|""""|Fusce|nunc|02/21/2016|tuesday|17|14|0|10|Detroit|MI|""""",,
"|""""|feugiat.|tristique|01/06/2018|saturday|20|10|0|10|Boise|ID|""""",,
"|""""|lobortis|ullamcorper.|03/04/2017|wednesday|9|12|0|10|Minneapolis|MN|""""",,
"|""""|convallis|nisl.|03/10/2016|saturday|8|19|0|50|Fort Wayne|IN|""""",,
"|""""|mauris|magnis|10/09/2018|sunday|20|12|0|5|Augusta|ME|""""",,
"|""""|aliquam|nec|07/25/2017|tuesday|16|22|0|10|Biloxi|MS|""""",,
"|""""|sapien|porttitor|09/15/2017|saturday|12|13|0|10|Allentown|PA|""""",,
"|""""|aliquam|nisi|03/20/2016|thursday|13|17|0|25|San Francisco|CA|""""",,
"|""""|blandit|mauris|09/06/2018|monday|17|21|0|25|Rockville|MD|""""",,
"|""""|libero|molestie|11/17/2018|sunday|14|15|0|5|Virginia Beach|VA|""""",,
"|""""|non","|venenatis|10/03/2017|friday|19|18|0|10|Detroit|MI|""""",
"|""""|ante|dictum|01/04/2019|saturday|14|22|0|5|Columbus|OH|""""",,
"|""""|diam|auctor|01/28/2018|friday|16|11|0|25|Savannah|GA|""""",,
"|""""|ut|penatibus|06/26/2017|thursday|13|10|0|50|Kenosha|WI|""""",,
"|""""|Suspendisse|a|01/02/2016|friday|8|9|0|50|Athens|GA|""""",,
"|""""|sodales|ante|01/31/2017|tuesday|10|20|0|5|Davenport|IA|""""",,
"|""""|at|pellentesque","|07/02/2016|saturday|15|13|0|10|Huntsville|AL|""""",
"|""""|ullamcorper|aliquet","|07/20/2016|wednesday|8|11|0|10|Warren|MI|""""",
"|""""|nec|consectetuer|05/20/2016|friday|16|13|0|50|Bozeman|MT|""""",,
"|""""|Aliquam|et","|07/14/2016|tuesday|19|12|0|50|Boise|ID|""""",
"|""""|mauris|egestas","|09/18/2016|sunday|10|18|0|25|Tallahassee|FL|""""",
"|""""|diam.|ullamcorper.|01/04/2017|saturday|17|21|0|5|Lowell|MA|""""",,
"|""""|turpis|et|03/01/2019|wednesday|14|16|0|25|Toledo|OH|""""",,
"|""""|Mauris|sapien","|12/18/2017|thursday|10|19|0|25|Essex|VT|""""",
"|""""|nulla|eget|04/06/2019|monday|12|10|0|25|Augusta|GA|""""",,
"|""""|felis","|cursus|02/21/2016|monday|10|14|0|50|Indianapolis|IN|""""",
"|""""|morbi|consequat|03/27/2018|monday|8|12|0|25|Kaneohe|HI|""""",,
"|""""|ante|convallis|01/27/2018|sunday|8|21|0|5|Aurora|IL|""""",,
"|""""|pede","|eleifend|01/15/2019|thursday|10|15|0|10|Independence|MO|""""",
"|""""|dis|ac","|04/17/2018|sunday|19|15|0|5|Miami|FL|""""",
"|""""|Donec|ut","|03/18/2017|thursday|11|21|0|25|Iowa City|IA|""""",
"|""""|sapien|Sed|01/28/2016|thursday|16|19|0|50|Iowa City|IA|""""",,
"|""""|Duis|tellus.|04/30/2018|wednesday|8|22|0|10|Dover|DE|""""",,
"|""""|Maecenas|et|05/13/2017|saturday|9|20|0|10|Lawton|OK|""""",,
"|""""|augue|risus|06/17/2017|tuesday|19|16|0|50|Milwaukee|WI|""""",,
"|""""|metus.|dui","|10/25/2017|monday|17|11|0|25|San Diego|CA|""""",
"|""""|venenatis|eget|05/27/2018|saturday|12|14|0|10|Bloomington|MN|""""",,
"|""""|nulla.|sit|08/19/2018|monday|9|15|0|10|Georgia|GA|""""",,
"|""""|accumsan|eu","|02/24/2018|sunday|15|16|0|50|Kearney|NE|""""",
"|""""|orci|quam.|02/10/2016|friday|17|22|0|10|Topeka|KS|""""",,
"|""""|sed|Cras|10/21/2016|monday|18|17|0|5|Madison|WI|""""",,
"|""""|diam|sollicitudin|10/06/2018|thursday|17|18|0|25|Nampa|ID|""""",,
"|""""|cursus|ullamcorper","|09/13/2017|friday|14|18|0|5|Aurora|CO|""""",
"|""""|nostra","|est|04/11/2016|monday|19|12|0|10|Allentown|PA|""""",
"|""""|lacus.|neque|02/26/2018|sunday|20|12|0|25|Warren|MI|""""",,
"|""""|vitae","|vitae|04/08/2017|wednesday|16|21|0|25|Tuscaloosa|AL|""""",
"|""""|et|Vestibulum|08/13/2016|thursday|18|15|0|50|Milwaukee|WI|""""",,
"|""""|Fusce|imperdiet","|11/10/2016|friday|14|10|0|5|Phoenix|AZ|""""",
"|""""|auctor|lorem|04/11/2018|tuesday|13|10|0|25|Billings|MT|""""",,
"|""""|Nulla|tempus|12/30/2016|friday|13|19|0|50|West Jordan|UT|""""",,
"|""""|Proin|natoque|03/06/2019|wednesday|10|16|0|10|Vancouver|WA|""""",,
"|""""|Aliquam|elementum|10/15/2016|friday|12|12|0|50|Fayetteville|AR|""""",,
"|""""|tincidunt|in|12/11/2016|thursday|18|20|0|10|Springfield|MA|""""",,
"|""""|montes","|egestas|01/08/2018|thursday|11|10|0|5|Colorado Springs|CO|""""",
"|""""|diam.|nibh|01/22/2016|thursday|17|21|0|5|Essex|VT|""""",,
"|""""|nec","|Sed|09/20/2017|tuesday|20|10|0|25|Atlanta|GA|""""",
"|""""|velit|convallis|08/04/2017|saturday|18|19|0|5|Savannah|GA|""""",,
"|""""|interdum.|aliquet|07/30/2017|monday|19|18|0|10|Grand Rapids|MI|""""",,
"|""""|lectus.|nulla.|01/20/2019|sunday|19|19|0|10|Milwaukee|WI|""""",,
"|""""|montes",|vel,"|07/23/2018|friday|18|14|0|10|Springfield|MA|"""""
"|""""|vitae|lorem","|04/10/2018|friday|8|17|0|25|Phoenix|AZ|""""",
"|""""|Praesent|mi|01/03/2018|thursday|12|11|0|25|Fresno|CA|""""",,
"|""""|egestas|at|08/06/2016|friday|11|15|0|50|Bellevue|NE|""""",,
"|""""|Aliquam|facilisis.|06/09/2016|sunday|13|14|0|5|Madison|WI|""""",,
"|""""|ac|tellus|09/12/2018|wednesday|11|14|0|25|Madison|WI|""""",,
"|""""|Vivamus|Duis|09/21/2018|wednesday|13|21|0|10|Tulsa|OK|""""",,
"|""""|Nam|leo.|01/29/2016|sunday|10|19|0|10|Saint Louis|MO|""""",,
"|""""|at|magna.|03/04/2019|wednesday|14|11|0|25|Lafayette|LA|""""",,
"|""""|neque|tempus|07/28/2016|sunday|20|12|0|5|Newport News|VA|""""",,
"|""""|auctor|nunc|05/14/2016|sunday|13|11|0|25|Warren|MI|""""",,
